-0.47,first_C,NoveltySeeking
-0.46,first_C,first_B
-0.44,first_D,first_A
-0.61,first_D,first_C
-0.51,first_good,first_A
-0.76,first_good,first_B
0.47,first_good,first_D
0.51,first_bad,first_A
0.76,first_bad,first_B
-0.47,first_bad,first_D
-1.00,first_bad,first_good
-0.77,first_gain,first_B
0.75,first_gain,first_good
-0.75,first_gain,first_bad
0.53,second_A,first_A
0.61,second_B,first_B
-0.55,second_B,first_gain
-0.57,second_B,second_A
-0.50,second_C,first_B
0.44,second_C,first_C
-0.75,second_C,second_B
-0.72,second_D,second_A
0.50,second_D,second_B
-0.60,second_D,second_C
-0.49,second_good,first_B
0.53,second_good,first_C
0.56,second_good,first_good
-0.56,second_good,first_bad
-0.54,second_good,second_A
0.58,second_good,second_C
0.49,second_bad,first_B
-0.53,second_bad,first_C
-0.56,second_bad,first_good
0.56,second_bad,first_bad
0.54,second_bad,second_A
-0.58,second_bad,second_C
-1.00,second_bad,second_good
0.54,second_gain,first_A
-0.50,second_gain,first_good
0.50,second_gain,first_bad
0.68,second_gain,second_A
-0.57,second_gain,second_good
0.57,second_gain,second_bad
0.78,first_half_A,first_A
-0.58,first_half_A,first_D
0.57,first_half_A,second_A
-0.47,first_half_A,second_B
0.45,first_half_A,second_gain
0.87,first_half_B,first_B
-0.68,first_half_B,first_good
0.68,first_half_B,first_bad
-0.77,first_half_B,first_gain
0.67,first_half_B,second_B
-0.49,first_half_B,second_C
-0.61,first_half_C,NoveltySeeking
-0.51,first_half_C,first_B
0.94,first_half_C,first_C
-0.57,first_half_C,first_D
0.46,first_half_C,first_gain
-0.49,first_half_C,second_B
0.51,first_half_C,second_C
0.49,first_half_C,second_good
-0.49,first_half_C,second_bad
-0.66,first_half_D,first_C
0.91,first_half_D,first_D
-0.64,first_half_D,first_half_A
-0.66,first_half_D,first_half_C
-0.65,first_half_good,first_B
0.61,first_half_good,first_D
0.82,first_half_good,first_good
-0.82,first_half_good,first_bad
0.65,first_half_good,first_gain
-0.56,first_half_good,first_half_A
-0.79,first_half_good,first_half_B
0.64,first_half_good,first_half_D
0.65,first_half_bad,first_B
-0.61,first_half_bad,first_D
-0.82,first_half_bad,first_good
0.82,first_half_bad,first_bad
-0.65,first_half_bad,first_gain
0.56,first_half_bad,first_half_A
0.79,first_half_bad,first_half_B
-0.64,first_half_bad,first_half_D
-1.00,first_half_bad,first_half_good
-0.44,first_half_gain,NoveltySeeking
-0.53,first_half_gain,first_B
0.53,first_half_gain,first_good
-0.53,first_half_gain,first_bad
0.80,first_half_gain,first_gain
-0.67,first_half_gain,first_half_B
0.60,first_half_gain,first_half_good
-0.60,first_half_gain,first_half_bad
0.46,second_half_A,HarmAvoidance
0.93,second_half_A,second_A
-0.44,second_half_A,second_B
-0.70,second_half_A,second_D
-0.60,second_half_A,second_good
0.60,second_half_A,second_bad
0.70,second_half_A,second_gain
0.50,second_half_A,first_half_A
-0.59,second_half_B,first_A
0.46,second_half_B,first_B
-0.63,second_half_B,second_A
0.91,second_half_B,second_B
-0.60,second_half_B,second_C
0.48,second_half_B,second_D
-0.58,second_half_B,first_half_A
0.51,second_half_B,first_half_B
-0.52,second_half_B,second_half_A
-0.48,second_half_C,first_B
-0.63,second_half_C,second_B
0.91,second_half_C,second_C
-0.57,second_half_C,second_D
0.50,second_half_C,second_good
-0.50,second_half_C,second_bad
-0.46,second_half_C,first_half_B
-0.51,second_half_C,second_half_B
-0.64,second_half_D,second_A
-0.52,second_half_D,second_C
0.91,second_half_D,second_D
-0.67,second_half_D,second_half_A
-0.57,second_half_D,second_half_C
-0.44,second_half_good,HarmAvoidance
-0.59,second_half_good,second_A
0.44,second_half_good,second_D
0.86,second_half_good,second_good
-0.86,second_half_good,second_bad
-0.55,second_half_good,second_gain
-0.75,second_half_good,second_half_A
0.54,second_half_good,second_half_D
0.44,second_half_bad,HarmAvoidance
0.59,second_half_bad,second_A
-0.44,second_half_bad,second_D
-0.86,second_half_bad,second_good
0.86,second_half_bad,second_bad
0.55,second_half_bad,second_gain
0.75,second_half_bad,second_half_A
-0.54,second_half_bad,second_half_D
-1.00,second_half_bad,second_half_good
-0.52,second_half_gain,second_good
0.52,second_half_gain,second_bad
0.62,second_half_gain,second_gain
0.47,second_half_gain,second_half_A
-0.59,second_half_gain,second_half_good
0.59,second_half_gain,second_half_bad
0.45,DeckChange,first_B
-0.64,DeckChange,first_good
0.64,DeckChange,first_bad
-0.48,DeckChange,first_half_good
0.48,DeckChange,first_half_bad
0.46,Perseveration,second_A
-0.78,Perseveration,second_good
0.78,Perseveration,second_bad
0.49,Perseveration,second_half_A
-0.77,Perseveration,second_half_good
0.77,Perseveration,second_half_bad
0.44,Perseveration,second_half_gain
